ModelDir,ModelName,FewShotClassifier,Way,Shot,Query,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier,MeanBetween
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,2,5,6,0.9961666666666666,0.7708757410130849,0.8852531189840335,0.048342126493714783,0.6093055698232186,0.08453776545919105,0.2759475491608149
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,3,5,6,0.9881111111111112,0.7695244861472894,0.886710994700459,0.046663251871923904,0.6125737709915572,0.08357514894379225,0.2741372237089018
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,4,5,6,0.9825,0.7666601251336457,0.8872760485753455,0.04602263294021756,0.6095393581935703,0.08406193910454324,0.2777366903817752
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,5,5,6,0.9784666666666667,0.7656090103133915,0.8872920562219188,0.04539886832928573,0.6104355848614458,0.08492034317830846,0.276856471360473
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,6,5,6,0.9735,0.7654610543758491,0.8877122763125298,0.04450188636643463,0.6114491782636462,0.0845020066072707,0.2762630980488836
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,7,5,6,0.9709523809523809,0.7622108042856982,0.8880401179917949,0.044926110223221564,0.6099634384220286,0.0833766805693063,0.27807667956976634
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,8,5,6,0.9656666666666667,0.763510162697651,0.8883017163555252,0.043794541494471234,0.6103672063241485,0.08421621209892052,0.2779345100313767
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,9,5,6,0.9645925925925926,0.7636443610045269,0.8890679828391209,0.043183758124373826,0.6093201046880216,0.08399190966190619,0.27974787815109936
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,10,5,6,0.9571,0.7625492393768326,0.8890627589141239,0.04335078216884657,0.6102760783461911,0.08454785366813294,0.27878668056793277
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,12,5,6,0.9529166666666666,0.7632000355851056,0.8896494461068466,0.042224461281101494,0.6093642078026812,0.08464660730205796,0.2802852383041654
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,14,5,6,0.9453095238095238,0.7629643281799763,0.8901038802087726,0.04178672506371219,0.6098859664138145,0.08460342769630955,0.2802179137949581
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,16,5,6,0.9410416666666667,0.7635852354009913,0.8906030908434798,0.041084337841021355,0.6101656213765408,0.08456879654688076,0.2804374694669389
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,18,5,6,0.9384629629629629,0.7634433971920473,0.8909638933103045,0.04066529037130211,0.6090461505133685,0.0847563668597519,0.28191774279693593
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,20,5,6,0.93245,0.7644200224466071,0.8915321005028451,0.04004881676026291,0.6096314978218951,0.0847953914643603,0.2819006026809501
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,22,5,6,0.9277727272727273,0.7645769999849702,0.8919483577965845,0.03974627899536664,0.6097242936035496,0.08487414858231065,0.2822240641930349
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,24,5,6,0.923375,0.766048012463431,0.8927217899947032,0.039005569951346464,0.6094409046851985,0.08474928267960903,0.2832808853095047
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,26,5,6,0.9214615384615384,0.7662656602161817,0.8927203214957704,0.03867541831180311,0.6099108306369503,0.08495206792144114,0.2828094908588201
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,28,5,6,0.916047619047619,0.7669229500945023,0.8929803355611919,0.038206669174802955,0.6100390413119074,0.08477995990519402,0.2829412942492845
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,30,5,6,0.9120777777777778,0.7667735381014961,0.893385755305927,0.03809285738679487,0.6093586771807079,0.08481493603624585,0.2840270781252191
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,32,5,6,0.9078125,0.7679011494878771,0.893790551888416,0.03759341520953467,0.6099519752779685,0.08480566529841994,0.28383857661044753
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,34,5,6,0.9047941176470589,0.7682135075561994,0.8942290009580014,0.03734992412406994,0.6092027922856329,0.084877122817166,0.2850262086723685
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,36,5,6,0.9030092592592592,0.7688984199473508,0.8943153417272404,0.036979455415966485,0.609836549908212,0.08498127378330324,0.28447879181902835
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,38,5,6,0.8991140350877193,0.7685424716671192,0.8944639750511552,0.03693208804245442,0.6093456975020427,0.0848806405034273,0.28511827754911245
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,40,5,6,0.8943916666666667,0.7696711946364241,0.8948566933664178,0.036468714095390604,0.6093698884569597,0.084961928694689,0.2854868049094581
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,42,5,6,0.8923650793650794,0.7697701950600603,0.8950353962567541,0.03630330198711338,0.6090799128514488,0.08491577358394027,0.2859554834053053
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,44,5,6,0.8892121212121212,0.7705453639712116,0.8953081077485748,0.03599013005291839,0.6094719896598978,0.08502126931213928,0.28583611808867704
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,46,5,6,0.8869347826086956,0.7713538215811676,0.8954918201750205,0.03561590232366748,0.6096654619585348,0.08496047739188928,0.2858263582164857
modelsFinalPreAdv,Resnet18_euMoths_episodic_5_1119_172133_AdvLoss.pth,Prototypical,48,5,6,0.8842569444444445,0.771340546042732,0.8957005558848221,0.035518925080326745,0.6091659947953737,0.08495374141748033,0.2865345610894484
